link_key,observed,true_count,iter_1,iter_2,iter_3,iter_4,iter_5,iter_6,iter_7,iter_8,iter_9,iter_10,iter_11,iter_12,iter_13,iter_14,iter_15,iter_16,iter_17,iter_18,iter_19,iter_20
"(0, 1621, '0')",0,,1256.6,2204.7,1866.8,2147.7,1909.8,2656.4,1969.0,2696.2,1958.2,2775.8,1958.2,1976.2,2098.0,2484.2,2993.8,3003.8,2704.1,2409.7,2275.2,2183.8
"(61, 93, '0')",0,,378.1,608.8,616.2,739.2,687.9,790.7,686.8,800.2,688.3,802.8,688.3,764.9,783.5,805.5,829.4,820.2,806.2,783.2,774.5,768.3
"(61, 51, '0')",0,,1129.6,898.9,891.4,768.4,819.8,716.9,820.9,707.5,819.4,704.8,819.4,742.8,724.2,702.1,678.3,687.4,701.4,724.5,733.2,739.3
"(57, 51, '0')",0,,315.3,1629.1,1145.5,1356.4,1057.4,1618.1,1034.2,1572.9,1056.7,1563.9,1056.7,526.4,487.5,575.1,684.4,711.8,602.7,561.0,535.2,529.0
"(708, 9, '0')",0,,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6
"(319, 9, '0')",0,,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1
"(708, 738, '0')",0,,695.1,1653.1,1363.1,1600.4,1427.2,2037.4,1489.3,2088.7,1522.2,2122.8,1522.2,1485.9,1640.0,1823.1,2050.0,1971.7,1851.2,1683.5,1627.7,1588.0
"(708, 733, '0')",0,,758.8,1264.7,968.1,1055.9,934.8,1169.2,902.7,1165.2,872.9,1201.0,872.9,493.0,485.7,564.0,676.2,779.9,678.4,663.3,642.1,631.4
"(1556, 1731, '0')",0,,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7
"(160, 95, '0')",0,,1321.4,2795.8,2151.1,2371.2,2040.6,2769.8,2033.2,2755.1,2032.3,2793.8,2032.3,1659.2,1716.7,1870.3,2197.3,2333.7,2124.1,1979.8,1919.5,1877.6
