link_key,observed,true_count,iter_1,iter_2,iter_3,iter_4,iter_5,iter_6,iter_7,iter_8,iter_9,iter_10,iter_11,iter_12,iter_13,iter_14,iter_15,iter_16,iter_17,iter_18,iter_19,iter_20
"(0, 1621, '0')",0,,1256.6,1354.7,1145.6,1120.9,1099.5,1118.1,1108.1,1109.7,1096.8,1086.9,1086.9,1137.7,1276.6,1318.4,1334.9,1331.0,1328.1,1329.9,1330.9,1332.0
"(61, 93, '0')",0,,378.1,594.4,691.2,750.7,756.5,749.8,754.1,756.1,756.1,753.7,753.7,748.5,752.5,757.8,766.5,771.6,773.6,775.2,776.1,776.3
"(61, 51, '0')",0,,1129.6,913.2,816.5,756.9,751.2,757.9,753.5,751.6,751.6,753.9,753.9,759.2,755.1,749.9,741.2,736.0,734.0,732.5,731.6,731.4
"(57, 51, '0')",0,,315.3,550.9,557.5,648.7,693.2,727.0,721.6,732.3,742.8,739.2,739.2,766.5,723.1,730.5,732.5,729.2,730.9,729.7,728.4,729.0
"(708, 9, '0')",0,,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6
"(319, 9, '0')",0,,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1
"(708, 738, '0')",0,,695.1,893.1,938.7,951.4,964.4,966.3,979.2,977.6,978.2,974.1,974.1,946.3,1096.1,1097.1,1104.6,1105.5,1108.6,1111.8,1114.6,1114.5
"(708, 733, '0')",0,,758.8,853.4,794.3,783.9,759.3,751.1,739.0,733.8,722.4,709.1,709.1,619.1,716.4,733.6,734.1,743.1,748.9,749.8,752.4,753.4
"(1556, 1731, '0')",0,,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7
"(160, 95, '0')",0,,1321.4,1585.5,1434.7,1424.5,1418.8,1434.2,1417.9,1430.3,1425.0,1420.4,1420.4,1517.5,1467.2,1487.5,1483.0,1460.3,1447.8,1441.3,1437.5,1438.0
"(2, 43, '0')",1,1998.0,1323.9,1509.2,1299.6,1304.6,1339.6,1355.7,1350.0,1360.2,1369.3,1367.9,1367.9,1475.0,1726.4,1788.0,1810.3,1795.0,1792.5,1793.3,1794.8,1795.4
"(99, 43, '0')",1,2983.0,3148.6,2545.6,3176.2,3145.6,2982.3,2815.5,2838.3,2825.1,2822.7,2841.3,2841.3,2737.5,2386.9,2297.5,2264.1,2263.7,2255.3,2247.5,2242.7,2240.6
"(369, 164, '0')",1,2842.0,290.0,570.2,349.5,415.1,553.1,637.0,646.4,655.9,661.4,657.9,657.9,447.2,446.8,457.4,457.3,450.9,444.2,443.4,444.7,444.7
"(669, 164, '0')",1,2567.0,2774.1,1998.1,2243.5,2046.8,1740.3,1608.6,1572.8,1536.8,1515.1,1514.5,1514.5,1634.8,1800.0,1793.1,1811.9,1808.8,1812.1,1816.0,1820.5,1820.3
"(3, 38, '0')",1,1829.5,1008.2,1192.2,1188.7,1365.1,1499.1,1530.4,1536.1,1545.9,1565.0,1551.7,1551.7,1517.7,1566.8,1598.4,1581.8,1583.0,1583.0,1581.6,1576.7,1577.8
"(3, 19, '0')",1,4675.0,4040.6,3950.9,3820.2,3634.9,3478.6,3422.7,3403.4,3372.1,3330.5,3326.2,3326.2,3283.4,3267.6,3219.3,3216.1,3210.2,3211.9,3210.5,3211.9,3211.8
"(4, 465, '0')",0,,5048.8,5143.1,5008.9,5000.1,4977.7,4953.0,4939.5,4918.0,4895.5,4877.9,4877.9,4801.2,4834.5,4817.7,4798.0,4793.1,4794.8,4792.1,4788.6,4789.7
"(361, 412, '0')",1,1058.0,1343.3,1863.5,1814.4,1946.3,2121.8,2183.0,2208.3,2235.8,2253.3,2256.5,2256.5,2352.4,2202.0,2202.4,2185.6,2193.9,2196.5,2193.6,2186.5,2186.7
"(205, 412, '0')",1,1058.0,3064.0,2568.3,2593.0,2461.9,2293.4,2245.6,2219.2,2192.8,2176.5,2172.4,2172.4,2082.0,2246.9,2250.6,2269.1,2259.7,2256.4,2259.4,2265.2,2265.0
"(473, 4, '0')",1,2307.0,461.5,784.4,800.6,888.5,1014.9,1068.9,1097.0,1126.5,1141.4,1131.1,1131.1,1070.9,1143.8,1158.7,1159.5,1151.5,1151.7,1148.3,1150.0,1150.3
"(252, 4, '0')",1,2346.6,4587.3,4358.8,4208.2,4111.5,3962.8,3884.1,3842.5,3791.5,3754.1,3746.7,3746.7,3730.2,3690.7,3659.0,3638.5,3641.6,3643.2,3643.7,3638.6,3639.4
"(5, 519, '0')",0,,290.5,163.9,95.3,106.5,110.0,125.1,126.2,134.0,137.8,137.0,137.0,167.1,236.6,252.9,249.0,239.0,229.1,230.0,230.3,230.0
"(5, 35, '0')",0,,1331.8,550.8,437.6,468.1,474.1,491.3,480.6,495.7,515.7,524.8,524.8,671.1,873.4,884.9,902.7,866.9,845.1,834.7,830.2,828.3
"(91, 35, '0')",0,,1379.6,740.3,688.8,719.9,738.0,739.3,746.2,757.5,765.1,764.0,764.0,863.5,1157.4,1182.4,1192.0,1163.6,1151.7,1149.6,1147.0,1146.1
"(510, 35, '0')",0,,1709.5,1859.2,2051.4,2053.7,2177.7,2217.7,2287.7,2331.0,2362.9,2350.7,2350.7,2452.8,2482.5,2512.0,2516.9,2511.8,2521.4,2522.9,2523.0,2524.5
"(6, 539, '0')",0,,1852.5,1344.7,1097.6,1128.3,1202.4,1276.2,1260.1,1277.9,1293.2,1286.8,1286.8,1375.5,1497.2,1549.7,1566.2,1559.4,1555.7,1556.5,1555.7,1556.3
"(166, 539, '0')",0,,1488.8,685.0,478.5,424.4,446.5,487.9,468.0,473.3,475.2,473.2,473.2,591.9,783.8,815.0,825.9,789.7,770.8,760.7,756.4,755.5
"(557, 539, '0')",0,,1836.2,2246.9,2389.5,2515.4,2633.8,2706.9,2710.3,2736.8,2751.0,2735.7,2735.7,2792.5,2916.1,2951.1,2945.3,2957.0,2961.6,2963.3,2966.0,2967.6
"(6, 17, '0')",0,,1911.6,1269.1,1047.1,991.4,1036.5,1094.9,1077.0,1097.5,1098.8,1086.4,1086.4,1175.4,1506.4,1558.0,1570.2,1548.1,1544.2,1542.5,1542.0,1542.6
"(213, 17, '0')",0,,1200.4,1200.4,1200.4,1200.4,1200.4,1200.4,1200.4,1200.4,1200.4,1200.4,1200.4,1200.4,1200.4,1200.4,1200.4,1200.4,1200.4,1200.4,1200.4,1200.4
"(830, 17, '0')",0,,763.2,1527.3,1698.5,1768.8,1721.3,1714.9,1714.1,1699.3,1692.1,1661.7,1661.7,1517.2,1698.8,1754.5,1777.7,1837.8,1873.6,1900.8,1908.7,1912.8
"(865, 17, '0')",0,,1364.1,1545.2,1501.8,1413.1,1371.9,1377.2,1384.4,1382.0,1374.3,1359.5,1359.5,1332.4,1518.4,1557.3,1587.1,1614.6,1635.0,1646.1,1651.1,1653.3
"(493, 250, '0')",1,2333.0,502.2,722.4,894.0,1019.5,1146.8,1223.1,1261.2,1328.4,1385.5,1412.0,1412.0,1657.3,1732.9,1726.3,1748.6,1710.7,1693.6,1681.6,1678.8,1675.9
"(253, 250, '0')",1,2302.6,5068.0,4702.3,4400.7,4253.8,4127.8,4046.4,3997.9,3926.9,3875.1,3845.9,3845.9,3624.2,3587.5,3598.8,3571.1,3576.2,3588.1,3595.7,3597.8,3600.6
"(7, 559, '0')",0,,1460.6,1541.8,1313.1,1295.2,1279.3,1285.6,1253.6,1255.6,1248.5,1241.3,1241.3,1194.9,1259.9,1279.4,1288.7,1289.0,1292.4,1291.2,1291.4,1291.9
"(8, 640, '0')",1,755.0,3786.7,3638.4,3628.7,3579.1,3550.8,3541.2,3511.8,3506.0,3500.2,3501.8,3501.8,3079.0,2769.5,2671.2,2648.2,2586.4,2546.1,2523.1,2511.9,2507.2
"(105, 82, '0')",0,,123.3,305.8,277.9,266.9,267.0,250.8,254.7,255.4,255.2,256.0,256.0,246.9,323.3,319.3,323.5,323.8,323.5,323.6,324.0,323.8
"(105, 23, '0')",0,,852.6,895.9,658.2,641.3,643.5,672.2,650.1,649.7,645.5,636.6,636.6,624.2,752.4,785.7,803.3,808.5,817.8,823.9,826.9,827.9
"(62, 23, '0')",0,,708.8,759.7,746.1,822.6,857.2,892.8,888.1,894.5,897.6,891.7,891.7,834.1,813.1,813.9,817.3,817.3,818.5,817.4,817.0,817.4
