link_key,observed,true_count,iter_1,iter_2,iter_3,iter_4,iter_5,iter_6,iter_7,iter_8,iter_9,iter_10,iter_11,iter_12,iter_13,iter_14,iter_15,iter_16,iter_17,iter_18,iter_19,iter_20
"(0, 1621, '0')",0,,1725.6,901.8,1110.6,963.1,940.7,940.7,947.6,970.5,959.6,977.3,1115.2,948.7,1096.2,1059.1,1066.5,1064.3,1068.3,1054.4,1043.5,1043.3
"(61, 93, '0')",0,,464.3,533.6,613.2,625.9,634.8,620.2,626.7,620.2,632.3,621.3,629.1,624.1,629.9,632.7,632.8,633.0,632.9,633.6,633.4,633.1
"(61, 51, '0')",0,,1043.4,974.0,894.4,881.7,872.9,887.5,880.9,887.5,875.3,886.3,878.5,883.5,877.8,874.9,874.9,874.7,874.8,874.1,874.2,874.5
"(57, 51, '0')",0,,754.1,307.7,458.8,492.0,527.9,564.0,601.7,602.4,583.5,584.5,568.8,665.1,730.2,686.9,696.2,687.8,673.8,670.5,656.8,655.5
"(708, 9, '0')",0,,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6
"(319, 9, '0')",0,,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1
"(708, 738, '0')",0,,692.9,890.6,973.7,959.9,955.7,927.5,925.1,929.5,967.7,959.9,1036.2,943.7,978.3,945.2,940.9,937.9,937.6,939.2,931.8,932.6
"(708, 733, '0')",0,,859.6,760.2,926.5,842.9,830.5,832.2,822.7,830.5,829.9,837.0,920.7,814.8,818.7,801.2,799.1,796.3,784.6,781.8,778.2,776.4
"(1556, 1731, '0')",0,,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7
"(160, 95, '0')",0,,2333.3,1373.7,1410.9,1389.2,1378.7,1422.3,1435.5,1447.6,1399.9,1417.8,1372.3,1398.9,1413.5,1402.6,1421.8,1418.3,1420.7,1414.0,1403.2,1403.2
"(2, 43, '0')",1,1998.0,2996.6,1246.2,1338.0,1232.2,1239.8,1274.0,1286.8,1295.3,1271.5,1278.5,1346.8,1226.6,1207.7,1200.3,1208.3,1206.5,1211.2,1213.8,1217.2,1218.4
"(99, 43, '0')",1,2983.0,1370.3,3074.0,2627.5,3260.2,3175.4,2855.8,3050.9,2809.2,3123.0,2842.9,2594.3,2999.3,2892.1,2978.0,2955.4,2962.4,2963.7,2989.8,2992.8,2996.1
"(369, 164, '0')",1,2842.0,458.9,272.2,406.9,286.0,325.9,394.6,353.9,409.6,344.3,406.5,413.9,517.1,537.5,561.3,586.2,584.0,587.0,583.9,584.1,585.2
"(669, 164, '0')",1,2567.0,2307.5,2331.4,2093.8,2629.2,2261.9,1922.8,2151.0,1918.8,2218.8,1935.5,2096.1,1704.7,1858.0,1739.1,1718.8,1727.0,1705.4,1699.2,1685.8,1688.9
"(3, 38, '0')",1,1829.5,1430.3,1269.4,1459.4,1224.6,1346.5,1451.4,1394.3,1485.0,1375.4,1464.0,1537.9,1434.2,1436.9,1418.7,1429.2,1430.9,1428.8,1414.0,1413.1,1408.8
"(3, 19, '0')",1,4675.0,3752.1,3494.3,3398.7,3503.6,3397.6,3337.4,3363.1,3322.2,3372.3,3332.1,3364.7,3368.1,3410.9,3392.0,3396.5,3391.3,3388.9,3375.1,3370.2,3367.2
"(4, 465, '0')",0,,5182.4,4763.7,4858.1,4728.2,4744.2,4788.8,4757.4,4807.2,4747.7,4796.1,4902.6,4802.3,4847.8,4810.6,4825.7,4822.2,4817.8,4789.1,4783.2,4776.1
"(361, 412, '0')",1,1058.0,1777.3,1807.0,1936.1,1492.2,1820.4,2108.3,1905.5,2099.4,1845.6,2083.8,1925.3,2206.5,2044.5,2134.0,2131.2,2124.5,2142.3,2150.5,2164.2,2159.9
"(205, 412, '0')",1,1058.0,2766.4,2603.6,2500.8,2915.2,2587.8,2317.4,2504.8,2328.4,2563.1,2342.0,2510.0,2221.8,2395.5,2300.4,2304.9,2311.0,2292.5,2283.1,2269.9,2274.1
"(473, 4, '0')",1,2307.0,923.3,799.3,1013.8,749.6,839.1,974.1,924.4,1011.7,896.5,994.7,1033.7,972.7,993.2,998.6,1009.3,1017.8,1009.4,988.9,985.8,981.7
"(252, 4, '0')",1,2346.6,4259.2,3964.4,3844.2,3978.6,3905.1,3814.7,3833.1,3795.5,3851.2,3801.5,3869.0,3829.6,3854.6,3812.1,3816.3,3804.4,3808.4,3800.3,3797.5,3794.4
"(5, 519, '0')",0,,1270.4,202.6,217.9,158.5,121.8,123.4,101.5,98.8,85.9,90.2,134.4,101.7,158.9,132.2,140.7,140.8,138.9,132.2,126.6,127.3
"(5, 35, '0')",0,,1710.2,463.0,555.9,474.8,401.9,396.1,411.4,410.0,388.7,393.3,510.9,423.1,604.2,498.6,514.6,515.9,511.9,499.8,488.4,491.2
"(91, 35, '0')",0,,1554.7,607.7,770.7,641.0,642.2,650.5,634.4,646.2,631.6,646.9,795.1,708.4,846.8,769.0,769.8,767.4,759.5,746.4,741.1,741.3
"(510, 35, '0')",0,,3186.5,1742.0,2043.3,2169.0,2152.5,2189.0,2276.7,2255.9,2289.1,2249.5,2216.1,2168.2,2173.9,2165.0,2156.8,2147.7,2148.0,2134.3,2130.4,2127.4
"(6, 539, '0')",0,,2165.4,1280.9,1567.3,1357.3,1278.7,1367.4,1394.3,1420.3,1304.6,1357.1,1514.5,1423.5,1620.4,1528.3,1563.9,1554.0,1557.3,1534.5,1527.5,1525.5
"(166, 539, '0')",0,,1697.1,515.9,663.7,462.1,424.2,453.4,463.2,477.1,420.4,451.1,639.5,478.4,683.0,587.8,607.3,601.6,593.6,579.2,565.4,567.4
"(557, 539, '0')",0,,2666.8,2152.0,2271.8,2158.7,2238.4,2373.4,2394.2,2462.0,2411.0,2463.3,2509.1,2474.8,2494.2,2461.5,2465.5,2443.4,2431.5,2416.0,2410.0,2405.3
"(6, 17, '0')",0,,1723.9,1049.3,1211.3,949.1,913.0,992.3,995.7,1031.4,977.6,1019.7,1298.4,1046.4,1280.2,1165.6,1175.8,1162.9,1154.4,1132.6,1119.7,1119.2
