link_key,observed,true_count,iter_1,iter_2,iter_3,iter_4,iter_5,iter_6,iter_7,iter_8,iter_9,iter_10,iter_11,iter_12,iter_13,iter_14,iter_15,iter_16,iter_17,iter_18,iter_19,iter_20
"(0, 1621, '0')",0,,1346.2,1322.2,1214.7,1116.1,1077.3,1065.5,1075.4,1064.7,1045.2,1046.0,1046.0,920.0,1133.6,1020.4,966.0,966.2,965.6,965.2,962.2,963.1
"(61, 93, '0')",0,,388.4,454.8,506.5,509.3,535.2,535.0,543.7,543.2,542.9,541.0,541.0,468.1,511.1,503.0,492.9,493.2,493.0,492.8,493.6,493.9
"(61, 51, '0')",0,,1119.2,1052.9,1001.2,998.4,972.4,972.7,964.0,964.4,964.7,966.7,966.7,1039.6,996.6,1004.7,1014.7,1014.4,1014.7,1014.8,1014.0,1013.7
"(57, 51, '0')",0,,323.3,715.1,623.8,565.6,553.8,587.9,556.5,526.5,528.8,528.3,528.3,396.8,521.5,465.5,431.4,432.3,431.5,431.2,427.1,427.8
"(708, 9, '0')",0,,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6,693.6
"(319, 9, '0')",0,,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1
"(708, 738, '0')",0,,700.8,1049.4,1044.6,993.5,946.4,914.2,951.8,900.3,878.3,857.6,857.6,779.1,849.8,845.1,817.0,815.4,812.8,812.4,813.6,814.3
"(708, 733, '0')",0,,810.7,625.9,515.0,483.6,461.5,422.4,473.1,456.0,434.9,413.1,413.1,416.2,609.6,523.6,467.7,467.7,466.8,466.1,473.1,474.3
"(1556, 1731, '0')",0,,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7
"(160, 95, '0')",0,,1323.7,1628.1,1483.0,1415.2,1373.5,1347.6,1395.8,1389.0,1378.1,1373.4,1373.4,1476.3,1730.4,1619.5,1547.5,1549.4,1544.5,1544.0,1541.4,1542.8
"(2, 43, '0')",1,1998.0,1324.0,1821.7,1583.0,1350.8,1287.1,1206.0,1270.7,1223.2,1203.5,1191.8,1191.8,1274.5,1625.3,1398.1,1294.9,1292.1,1290.9,1286.1,1285.3,1285.8
"(99, 43, '0')",1,2983.0,3148.6,2053.0,2675.3,3026.6,3156.4,3262.5,3162.8,3235.8,3261.3,3277.8,3277.8,3183.5,2803.0,3037.4,3150.8,3159.5,3164.8,3168.3,3166.7,3166.1
"(369, 164, '0')",1,2842.0,291.4,373.0,352.0,360.2,360.5,356.7,386.9,381.6,372.2,362.4,362.4,429.3,436.8,422.9,419.6,393.5,390.0,389.9,390.0,390.1
